cur,US dollar,Japanese yen,Bulgarian lev,Czech koruna,Danish krone,Estonian kroon,Israeli shekel,Pound sterling,Hungarian forint,Lithuanian litas,Latvian lats,Polish zloty,New Romanian leu,Swedish krona,Slovak koruna,Swiss franc,Icelandic krona,Norwegian krone,Croatian kuna,Russian rouble,New Turkish lira,Australian dollar,Brasilian real,Canadian dollar,Chinese yuan renminbi,Hong Kong dollar,Indonesian rupiah,Indian rupee,South Korean won,Mexican peso,Malaysian ringgit,New Zealand dollar,Philippine peso,Singapore dollar,Thai baht,South African rand
Date,USD,JPY,BGN,CZK,DKK,EEK,ILS,GBP,HUF,LTL,LVL,PLN,RON,SEK,SKK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR
14-Jul-20,1.1375,122.17,1.9558,26.638,7.4447,,3.9092,0.90778,355.48,,,4.4781,4.8435,10.3855,,1.0691,159.4,10.711,7.5295,80.837,7.8111,1.6348,6.0925,1.5488,7.9805,8.8171,16436.88,85.7725,1371.98,25.7383,4.8588,1.7417,56.305,1.5846,35.922,19.0732
15-Jul-20,1.1444,122.25,1.9558,26.587,7.4465,,3.9244,0.9054,353.25,,,4.4688,4.8439,10.3468,,1.0783,160.7,10.6275,7.5308,81.0468,7.8568,1.6293,6.0911,1.5527,7.9975,8.8718,16693.94,85.971,1373.55,25.4759,4.878,1.7397,56.584,1.5884,36.037,18.9061
16-Jul-20,1.1414,122.24,1.9558,26.693,7.4452,,3.9207,0.90875,354.08,,,4.4928,4.8433,10.35,,1.0787,160,10.6148,7.5356,81.1888,7.832,1.6338,6.1154,1.5452,7.9861,8.851,16692.98,85.8555,1373.74,25.5051,4.8755,1.7439,56.499,1.5888,36.148,19.0181
17-Jul-20,1.1428,122.53,1.9558,26.682,7.4453,,3.9253,0.91078,353.72,,,4.4827,4.8422,10.333,,1.0753,160.2,10.5995,7.538,81.8409,7.8413,1.636,6.0839,1.551,7.9975,8.8617,16793.45,85.67,1376.55,25.6132,4.8723,1.7463,56.511,1.5887,36.238,19.0496
20-Jul-20,1.1448,122.63,1.9558,26.598,7.448,,3.9279,0.90575,352.56,,,4.4592,4.8418,10.301,,1.0736,160.2,10.606,7.534,81.875,7.8508,1.6359,6.148,1.5532,7.9992,8.8744,16925.87,85.6355,1377.07,25.8217,4.8797,1.7435,56.5,1.5909,36.376,19.1409
21-Jul-20,1.1443,122.7,1.9558,26.429,7.4449,,3.9202,0.90055,350.64,,,4.4362,4.8392,10.239,,1.074,159.3,10.4933,7.53,81.0833,7.8369,1.6154,6.0416,1.5399,7.9982,8.8704,16830,85.3805,1367.96,25.591,4.8764,1.7305,56.455,1.5891,36.194,18.8806
22-Jul-20,1.1578,123.94,1.9558,26.365,7.4442,,3.9621,0.91123,349.27,,,4.4288,4.8413,10.2415,,1.0785,157.8,10.5343,7.522,81.9588,7.9299,1.6139,5.992,1.554,8.0999,8.9741,16867.99,86.288,1384.38,25.8715,4.9235,1.7328,57.11,1.6015,36.546,18.952
23-Jul-20,1.1569,123.98,1.9558,26.342,7.4429,,3.956,0.91195,347.31,,,4.4141,4.8355,10.264,,1.0731,157.8,10.6073,7.5215,82.5723,7.9229,1.6246,5.9524,1.5486,8.1057,8.9676,16948,86.577,1389.31,25.9685,4.9267,1.7384,57.202,1.6033,36.685,19.2203
24-Jul-20,1.1608,123.36,1.9558,26.268,7.4438,,3.9642,0.90985,346.98,,,4.4046,4.8325,10.269,,1.073,157.8,10.6953,7.517,83.3938,7.9496,1.6376,6.0777,1.5578,8.1453,8.9978,16982,86.866,1396.83,26.0804,4.9502,1.7506,57.316,1.6083,36.821,19.435
27-Jul-20,1.176,123.88,1.9558,26.193,7.4436,,4.0143,0.9134,345.91,,,4.4016,4.8303,10.2678,,1.0838,158.4,10.6683,7.5163,84.0682,8.0552,1.6472,6.0919,1.5729,8.2344,9.1154,17075.52,87.885,1407.15,26.0083,5.0009,1.7605,57.817,1.6216,37.05,19.338
28-Jul-20,1.1717,123.34,1.9558,26.251,7.4429,,4.0021,0.90968,346.98,,,4.4054,4.8355,10.282,,1.0758,158.6,10.694,7.507,84.8413,8.1283,1.6412,6.065,1.5693,8.2041,9.081,17030.66,87.714,1406.13,25.8438,4.9827,1.763,57.664,1.6168,36.92,19.4315
29-Jul-20,1.1725,123.28,1.9558,26.291,7.4427,,3.9985,0.90385,347.67,,,4.4194,4.8345,10.287,,1.0766,159,10.6573,7.494,84.9125,8.1748,1.6348,6.0149,1.5665,8.2067,9.0869,17042.29,87.694,1400.22,25.631,4.9755,1.764,57.538,1.6142,36.899,19.3269
30-Jul-20,1.1743,123.58,1.9558,26.248,7.4426,,3.9947,0.90268,345.6,,,4.408,4.8318,10.3068,,1.0744,159.2,10.7213,7.488,86.6233,8.1978,1.6446,6.1189,1.5771,8.224,9.1011,17144.78,87.94,1404.16,26.0101,4.9784,1.7727,57.682,1.6161,36.92,19.707
31-Jul-20,1.1848,124.31,1.9558,26.175,7.4442,,4.0312,0.90053,344.95,,,4.4034,4.8315,10.2835,,1.0769,160,10.7323,7.4815,87.69,8.2595,1.6488,6.1219,1.5898,8.2637,9.1825,17364,88.6355,1409.56,26.278,5.023,1.7771,58.124,1.6245,36.948,20.096
03-Aug-20,1.1726,124.51,1.9558,26.319,7.4466,,4.0056,0.90013,345.72,,,4.4201,4.8355,10.2958,,1.0784,160,10.7188,7.4755,86.6018,8.1864,1.6508,6.1375,1.5755,8.19,9.0882,17254,88.1805,1401.26,26.269,4.9501,1.7701,57.579,1.6147,36.644,20.2777
04-Aug-20,1.1765,124.78,1.9558,26.221,7.4462,,4.0292,0.90335,344.73,,,4.4055,4.8358,10.3025,,1.0761,160,10.7568,7.4683,86.7275,8.199,1.6495,6.2743,1.5773,8.2157,9.1179,17276.9,88.3805,1406.49,26.7401,4.9654,1.7807,57.774,1.6195,36.608,20.4879
05-Aug-20,1.1854,125.37,1.9558,26.097,7.4508,,4.0397,0.90265,344.5,,,4.3935,4.8345,10.2865,,1.077,160.2,10.6585,7.4683,86.3692,8.3311,1.6415,6.2311,1.5703,8.2277,9.1871,17247.57,88.709,1405.74,26.7125,4.9698,1.7809,58.12,1.6228,36.759,20.4221
06-Aug-20,1.1843,124.96,1.9558,26.202,7.45,,4.0309,0.90033,346.23,,,4.4073,4.836,10.3165,,1.0759,160.2,10.6538,7.468,86.9321,8.5853,1.6492,6.334,1.5748,8.2325,9.1786,17304,88.765,1404.99,26.615,4.9604,1.7828,58.136,1.6236,36.832,20.7655
07-Aug-20,1.1817,124.91,1.9558,26.279,7.4483,,4.0256,0.90373,345.93,,,4.4081,4.8374,10.3163,,1.0804,160.6,10.6433,7.4595,86.9753,8.5019,1.6403,6.3274,1.577,8.2238,9.1585,17335.54,88.633,1401.9,26.5127,4.9484,1.7786,57.958,1.6203,36.816,20.7086
10-Aug-20,1.1763,124.74,1.9558,26.183,7.4479,,4.0124,0.90155,345.19,,,4.4021,4.836,10.2805,,1.079,160.6,10.629,7.4828,86.6154,8.6055,1.6445,6.3697,1.5739,8.2003,9.1166,17221.03,88.1125,1396.28,26.3047,4.9352,1.784,57.787,1.6158,36.63,20.8452
11-Aug-20,1.1783,124.97,1.9558,26.155,7.4469,,4.0085,0.89843,345.03,,,4.4018,4.8355,10.2835,,1.0743,161.1,10.5658,7.4795,85.6858,8.541,1.6406,6.4068,1.5656,8.1857,9.132,17348,87.862,1393.79,26.3028,4.94,1.7833,57.615,1.6154,36.598,20.6263
12-Aug-20,1.1771,125.92,1.9558,26.117,7.4472,,4.0101,0.90475,345.15,,,4.4033,4.8356,10.2513,,1.0755,161.1,10.5463,7.4885,86.3013,8.6074,1.6514,6.3782,1.5644,8.1758,9.1236,17374,88.051,1393.92,26.3381,4.9362,1.7997,57.631,1.6166,36.62,20.5097
13-Aug-20,1.1833,126.58,1.9558,26.125,7.4474,,4.0271,0.90373,344.93,,,4.3968,4.8348,10.2748,,1.0784,161.1,10.5148,7.5125,87.1809,8.6794,1.6522,6.3766,1.5637,8.2187,9.1709,17559,88.564,1402.22,26.4372,4.961,1.8042,57.768,1.6231,36.741,20.6405
14-Aug-20,1.1813,126.01,1.9558,26.118,7.447,,4.023,0.90173,346.11,,,4.3984,4.836,10.2933,,1.0754,161.1,10.5403,7.5356,86.585,8.7149,1.6525,6.375,1.5649,8.21,9.1555,17612,88.468,1402.11,26.2027,4.9538,1.8071,57.553,1.6209,36.75,20.6121
17-Aug-20,1.1853,125.99,1.9558,26.14,7.447,,4.0403,0.90625,348.53,,,4.3966,4.8343,10.3108,,1.0765,161.5,10.512,7.53,87.15,8.7656,1.6485,6.4166,1.5684,8.2262,9.1864,17638.45,88.6895,1405.87,26.0924,4.9688,1.8179,57.693,1.6237,36.993,20.6764
18-Aug-20,1.1906,125.54,1.9558,26.134,7.4466,,4.0507,0.90375,349.85,,,4.387,4.8355,10.32,,1.0773,161.8,10.501,7.5296,87.0531,8.8024,1.6447,6.4778,1.5672,8.2407,9.2274,17674.46,88.879,1410.08,26.2626,4.9797,1.8119,57.804,1.625,37.051,20.715
19-Aug-20,1.1933,125.74,1.9558,26.118,7.4453,,4.0571,0.90345,349.79,,,4.3942,4.8403,10.314,,1.0811,162,10.5455,7.5328,87.5706,8.7785,1.6428,6.5115,1.5688,8.2472,9.2483,17626.23,89.316,1405.97,26.383,4.979,1.7969,57.911,1.6278,37.279,20.5183
20-Aug-20,1.185,125.46,1.9558,26.061,7.4451,,4.0305,0.90173,350.39,,,4.3914,4.8391,10.3555,,1.0786,162.6,10.6068,7.5356,87.63,8.7129,1.6544,6.6454,1.5654,8.1985,9.184,17503.64,88.992,1408.22,26.3712,4.9444,1.8158,57.707,1.622,37.245,20.4136
21-Aug-20,1.1769,124.53,1.9558,26.083,7.4441,,4.0029,0.89755,350.68,,,4.3979,4.8405,10.363,,1.0744,162.6,10.5913,7.5243,87.735,8.5925,1.6442,6.5908,1.5563,8.1483,9.1212,17383.99,88.198,1403.15,26.066,4.9194,1.8045,57.324,1.6131,37.161,20.2977
24-Aug-20,1.1847,125.26,1.9558,26.091,7.4435,,4.0293,0.90175,350.83,,,4.3986,4.84,10.369,,1.0761,163,10.6188,7.533,87.9975,8.7314,1.6454,6.5941,1.5574,8.1897,9.1817,17380.14,87.772,1406.32,25.9307,4.9467,1.8059,57.447,1.6203,37.211,20.0609
25-Aug-20,1.1814,125.67,1.9558,26.121,7.4423,,4.0187,0.89945,353.46,,,4.3919,4.8403,10.3525,,1.0752,163.1,10.5688,7.529,88.36,8.7352,1.6472,6.586,1.5597,8.1671,9.1563,17301.6,87.7165,1402.12,25.8774,4.9247,1.8082,57.357,1.617,37.185,19.8084
26-Aug-20,1.1789,125.34,1.9558,26.262,7.4439,,4.0094,0.8969,354.74,,,4.4074,4.8419,10.3348,,1.0738,163.2,10.5603,7.5273,89.3568,8.6706,1.6371,6.5317,1.5543,8.1262,9.1368,17297.41,87.613,1398.97,25.875,4.916,1.7971,57.264,1.613,36.947,19.7996
27-Aug-20,1.1806,125.34,1.9558,26.276,7.4429,,3.9779,0.89505,355.98,,,4.3993,4.8415,10.3138,,1.075,163.5,10.5178,7.5262,88.64,8.6665,1.6291,6.601,1.5521,8.1323,9.1497,17380.08,87.2655,1399.75,25.9205,4.9261,1.7799,57.384,1.6128,36.87,20.0275
28-Aug-20,1.1915,125.39,1.9558,26.2,7.4439,,4.0083,0.89468,355.18,,,4.3921,4.8395,10.2603,,1.0758,163.5,10.47,7.5275,88.625,8.7176,1.6216,6.5608,1.5553,8.1749,9.2345,17330.67,87.2125,1407.24,26.069,4.9632,1.7723,57.676,1.6195,37.091,19.8829
31-Aug-20,1.194,126.47,1.9558,26.208,7.4439,,4.0131,0.89605,354.54,,,4.3971,4.8398,10.2888,,1.0774,164.3,10.455,7.528,88.2993,8.777,1.6214,6.4739,1.5601,8.1711,9.2536,17404.4,87.4685,1415.76,26.059,4.9736,1.7728,57.837,1.6235,37.098,19.9589
01-Sep-20,1.1987,126.92,1.9558,26.226,7.4434,,4.0183,0.88975,354.02,,,4.3925,4.8398,10.3605,,1.0865,164.5,10.4378,7.532,88.1474,8.8196,1.6242,6.5126,1.56,8.1739,9.29,17465.06,87.4085,1420.12,26.0278,4.9656,1.7727,58.171,1.6274,37.25,19.9459
02-Sep-20,1.1861,126,1.9558,26.338,7.4412,,3.9901,0.8884,358.77,,,4.4186,4.8423,10.3065,,1.0799,164.5,10.406,7.5335,88.0675,8.7588,1.6171,6.4205,1.5495,8.0976,9.1925,17489.04,86.8225,1408.07,25.915,4.9176,1.7541,57.665,1.6153,37.095,19.9154
03-Sep-20,1.1813,125.85,1.9558,26.368,7.4401,,3.9777,0.89135,358.05,,,4.4269,4.8473,10.3393,,1.0776,164.5,10.5315,7.5355,88.9825,8.7907,1.6219,6.3424,1.5491,8.0802,9.1555,17536.99,86.8615,1406.65,25.7175,4.8994,1.7579,57.389,1.6131,37.14,19.8058
04-Sep-20,1.1842,125.79,1.9558,26.435,7.4403,,3.9874,0.89325,359.6,,,4.4514,4.8528,10.3688,,1.0793,164.7,10.5768,7.539,88.973,8.8215,1.6291,6.2775,1.5508,8.1006,9.178,17453.41,86.678,1409.07,25.5275,4.9138,1.764,57.53,1.6158,37.172,19.6278
07-Sep-20,1.1824,125.59,1.9558,26.468,7.4411,,3.9926,0.89835,359.92,,,4.4504,4.8555,10.369,,1.0809,164.9,10.5453,7.536,89.8231,8.8168,1.6232,6.2664,1.5484,8.0789,9.1641,17490,86.8485,1405.09,25.5127,4.9158,1.7642,57.547,1.616,37.092,19.7654
08-Sep-20,1.1785,125.2,1.9558,26.521,7.4407,,3.9974,0.90453,361.37,,,4.4483,4.8595,10.3735,,1.082,165.3,10.6713,7.533,90.0213,8.8202,1.6286,6.3427,1.5523,8.0658,9.1338,17512.55,87.106,1402.14,25.7685,4.9126,1.7722,57.333,1.6149,37.082,20.0033
09-Sep-20,1.1773,125.05,1.9558,26.519,7.4403,,4.0042,0.91213,357.7,,,4.4498,4.8588,10.362,,1.0806,165.8,10.715,7.537,89.3613,8.824,1.6264,6.2785,1.5563,8.0584,9.1246,17406.38,86.6065,1397.84,25.5626,4.9111,1.7714,57.276,1.6118,36.928,19.7044
10-Sep-20,1.1849,125.76,1.9558,26.585,7.4404,,4.0455,0.9159,357.85,,,4.4525,4.8579,10.3703,,1.0766,163.7,10.687,7.537,88.89,8.8371,1.6282,6.2919,1.5586,8.1022,9.1834,17714,87.034,1405.84,25.3147,4.9339,1.7737,57.592,1.6199,37.046,19.8598
11-Sep-20,1.1854,125.82,1.9558,26.566,7.4402,,4.1004,0.92408,357.13,,,4.4467,4.8584,10.3713,,1.0777,161.8,10.7028,7.539,88.7275,8.8565,1.6244,6.2561,1.5622,8.1043,9.1871,17772.61,87.2431,1407.07,25.2387,4.9224,1.7738,57.551,1.62,37.139,19.8527
14-Sep-20,1.1876,125.82,1.9558,26.66,7.4398,,4.0807,0.9219,357.65,,,4.4504,4.858,10.4178,,1.0768,160,10.6933,7.5368,89.5924,8.8997,1.6327,6.3109,1.5641,8.0987,9.2041,17671.49,87.3415,1404.73,25.1792,4.9232,1.7739,57.587,1.6207,37.172,19.7876
15-Sep-20,1.1892,125.39,1.9558,26.827,7.4396,,4.0675,0.92095,357.68,,,4.4461,4.8578,10.404,,1.0768,160.6,10.6963,7.5375,89.1013,8.9023,1.6219,6.2272,1.5634,8.0526,9.2164,17653.67,87.5205,1400.73,24.9307,4.912,1.7675,57.509,1.6163,37.079,19.5669
16-Sep-20,1.1869,124.72,1.9558,26.726,7.4396,,4.0589,0.91423,358.54,,,4.4466,4.859,10.4118,,1.0753,160.6,10.6608,7.5415,88.8038,8.898,1.6174,6.2211,1.5628,8.0229,9.1985,17607.66,87.2665,1390.72,24.9614,4.9025,1.7586,57.398,1.611,36.913,19.3726
17-Sep-20,1.1797,123.38,1.9558,26.747,7.4396,,4.0382,0.9153,361.16,,,4.4579,4.86,10.408,,1.0742,162.2,10.7238,7.5418,88.6075,8.9037,1.6152,6.2117,1.5567,7.9861,9.1428,17501.07,86.861,1383.16,24.8461,4.8822,1.7533,57.167,1.6039,36.801,19.2673
18-Sep-20,1.1833,123.49,1.9558,26.727,7.4403,,4.0511,0.91318,360.78,,,4.4602,4.858,10.399,,1.0776,160.8,10.7538,7.5415,89.1439,8.96,1.6242,6.2176,1.5601,8.0146,9.1707,17435.93,87.014,1375.96,24.7344,4.8687,1.7489,57.306,1.6082,36.889,19.152
21-Sep-20,1.1787,122.7,1.9558,26.98,7.4408,,4.0576,0.91608,363.08,,,4.4837,4.86,10.4055,,1.0761,161.6,10.884,7.5413,89.9825,8.971,1.624,6.4262,1.5604,7.9992,9.1349,17437,86.695,1372.84,25.3145,4.8592,1.759,57.142,1.6027,36.823,19.7416
22-Sep-20,1.174,122.78,1.9558,27.007,7.4417,,4.0425,0.91743,362.05,,,4.4934,4.8613,10.407,,1.0748,162,10.9528,7.5443,89.15,8.985,1.6288,6.3677,1.5631,7.955,9.0986,17357.59,86.262,1363.87,25.1194,4.8539,1.763,56.898,1.5998,36.84,19.5779
23-Sep-20,1.1692,122.91,1.9558,26.965,7.4429,,4.0386,0.91885,365.01,,,4.5001,4.8686,10.4388,,1.0773,161.4,10.9938,7.5505,89.7875,8.992,1.6439,6.4498,1.5594,7.9433,9.0614,17375,85.9845,1362.8,25.8339,4.8574,1.7756,56.778,1.5989,36.841,19.9607
24-Sep-20,1.1645,122.73,1.9558,27.015,7.4425,,4.0505,0.91228,364.45,,,4.5293,4.8755,10.5793,,1.0772,161.8,11.1023,7.553,89.8713,8.8851,1.6539,6.4935,1.56,7.9527,9.025,17339.41,86.1145,1367.55,26.1062,4.8542,1.7847,56.547,1.6029,36.821,19.8675
25-Sep-20,1.1634,122.74,1.9558,27.107,7.4465,,4.0528,0.91343,363.16,,,4.5557,4.8753,10.6285,,1.0798,161.8,11.1445,7.549,90.405,8.8709,1.6548,6.456,1.556,7.9451,9.0165,17299.76,85.7175,1367.57,26.0006,4.8485,1.7756,56.431,1.6022,36.781,19.9
28-Sep-20,1.167,123.02,1.9558,27.133,7.4459,,4.0474,0.90508,364.12,,,4.5502,4.8743,10.5863,,1.0816,162.4,11.058,7.55,91.8152,9.1073,1.6513,6.4552,1.562,7.951,9.0443,17388.3,86.0255,1364.72,25.9525,4.8728,1.7791,56.612,1.6028,36.965,19.8905
29-Sep-20,1.1702,123.61,1.9558,27.148,7.4461,,4.0421,0.90963,365.7,,,4.5435,4.8721,10.5343,,1.0795,162,11.0543,7.551,92.1625,9.1649,1.6412,6.6022,1.5655,7.9777,9.0691,17419,86.275,1365.89,26.0452,4.8639,1.7749,56.695,1.6018,36.988,19.8685
30-Sep-20,1.1708,123.76,1.9558,27.233,7.4462,,4.0277,0.91235,365.53,,,4.5462,4.8725,10.5713,,1.0804,162.2,11.1008,7.5565,91.7763,9.099,1.6438,6.6308,1.5676,7.972,9.0742,17497.84,86.299,1368.51,26.1848,4.8653,1.7799,56.774,1.6035,37.079,19.7092
01-Oct-20,1.1752,123.98,1.9558,26.918,7.4421,,4.0236,0.90723,359.89,,,4.4935,4.874,10.4853,,1.0787,162.2,10.9073,7.563,90.605,9.0606,1.6319,6.5821,1.5616,7.9805,9.1082,17423.28,85.8275,1365.03,25.6764,4.8788,1.7667,56.931,1.6004,37.101,19.5373
02-Oct-20,1.173,123.4,1.9558,27.02,7.4414,,4.0244,0.90673,358.88,,,4.4944,4.8715,10.425,,1.079,162.2,10.904,7.562,92.0825,9.0787,1.6372,6.6039,1.5603,7.9656,9.091,17445.33,86.0375,1364.68,25.6582,4.885,1.7674,56.864,1.5988,36.991,19.4002
05-Oct-20,1.1768,124.25,1.9558,27.096,7.44,,4.0243,0.9081,358.17,,,4.498,4.874,10.4645,,1.0781,162.4,10.8855,7.568,92.5353,9.1614,1.6379,6.6568,1.5614,8.0128,9.1203,17324.61,86.087,1363.72,25.2551,4.8867,1.7703,56.961,1.6007,36.846,19.3447
06-Oct-20,1.1795,124.58,1.9558,27.035,7.4408,,4.0193,0.91058,359.72,,,4.4872,4.876,10.5138,,1.0781,162.8,10.8603,7.5688,91.772,9.1625,1.6472,6.5363,1.563,8.0111,9.1412,17379.93,86.5715,1368.49,25.1631,4.8991,1.7733,57.137,1.6032,36.795,19.453
07-Oct-20,1.177,124.73,1.9558,27.064,7.4421,,4.0044,0.91413,359.25,,,4.4862,4.8748,10.483,,1.0787,162.8,10.9313,7.5685,91.9715,9.2722,1.65,6.5448,1.564,7.9934,9.1219,17359.51,86.263,1362.7,25.2609,4.8917,1.7862,56.979,1.5995,36.758,19.5793
08-Oct-20,1.1765,124.69,1.9558,27.092,7.4423,,3.9909,0.91035,357.48,,,4.4843,4.8758,10.4468,,1.0799,162.8,10.9038,7.568,91.0675,9.3304,1.6421,6.5832,1.5583,7.9894,9.1181,17362.2,86.186,1355.48,25.1418,4.8854,1.7856,57.004,1.5979,36.724,19.4995
09-Oct-20,1.1795,124.95,1.9558,27.11,7.4422,,3.9859,0.91167,356.28,,,4.4702,4.8715,10.42,,1.0773,162.8,10.8623,7.5765,90.9413,9.3279,1.6405,6.5796,1.5542,7.9047,9.1412,17340.01,86.1985,1350.52,25.0833,4.8808,1.7821,57.083,1.5986,36.629,19.4315
12-Oct-20,1.1799,124.41,1.9558,27.177,7.443,,3.9933,0.90598,356.83,,,4.481,4.8727,10.3933,,1.0742,163.2,10.7925,7.5713,90.765,9.282,1.6357,6.5268,1.5493,7.9578,9.1443,17378.69,86.476,1355.3,25.073,4.893,1.7744,57.268,1.6011,36.754,19.481
13-Oct-20,1.1787,124.38,1.9558,27.356,7.4432,,3.9895,0.90591,360.2,,,4.4851,4.875,10.343,,1.0734,163.2,10.7923,7.5785,90.8041,9.3155,1.6403,6.5389,1.545,7.9388,9.135,17403.27,86.425,1351,25.0183,4.8822,1.7715,57.325,1.6007,36.676,19.4446
14-Oct-20,1.175,123.7,1.9558,27.313,7.4439,,3.9734,0.90395,363.49,,,4.5073,4.8738,10.3653,,1.0738,163.2,10.8218,7.5785,90.9325,9.3334,1.6378,6.5426,1.5432,7.9092,9.1063,17311.28,86.0995,1346.7,25.1075,4.8768,1.7633,57.244,1.5947,36.648,19.3897
15-Oct-20,1.1698,123.15,1.9558,27.34,7.4429,,3.9734,0.90535,364.58,,,4.5518,4.8765,10.378,,1.0697,163.2,10.9678,7.5818,91.4345,9.2868,1.6554,6.5942,1.5453,7.8756,9.066,17278.41,85.951,1344.08,25.1559,4.8599,1.7762,57.056,1.5935,36.574,19.5329
16-Oct-20,1.1741,123.59,1.9558,27.279,7.442,,3.9673,0.90915,364.36,,,4.5558,4.8763,10.3593,,1.0721,163.2,10.957,7.582,91.5767,9.33,1.6555,6.6054,1.5497,7.8639,9.0993,17317.86,86.0715,1341.16,24.872,4.8708,1.7746,57.148,1.5942,36.608,19.3867
